"","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","15h","16h","17h","18h","19h","20h","21h","22h","23h","24h","25h","26h","27h","28h","29h","30h","31h","32h","33h","34h","35h","36h","37h","38h","39h","40h"
"15",-0.0452685294692783,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16",0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17",0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23",0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",0,0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0,0
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0,0
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0,0
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0,0
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0,0
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0,0
"34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0,0
"35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0,0
"36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0,0
"37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0,0
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0,0
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0504911283589213,0.00284410311942045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579,0
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00522259888964299,-0.0476470252395009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424244263498579
"15h",0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199536185698251,0.165967317125789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16h",0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17h",0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18h",0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19h",0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20h",0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21h",0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22h",0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23h",0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24h",0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25h",0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26h",0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0,0,0,0,0
"27h",0,0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0,0,0,0
"28h",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0,0,0
"29h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0,0
"30h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0,0
"31h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0,0
"32h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0,0
"33h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0,0
"34h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0,0
"35h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0,0
"36h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0,0
"37h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0,0
"38h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789,0
"39h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.30592932538683,0.165967317125789
"40h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335688685724622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106393139688579,-0.139962008261041
